,tractid,nta_name,totpop00,pop24_00,NHW00,A20_34y00,colleg00,mdfami00,mdrent00,Unnamed: 9,totpop16,pop24_16,NHW16,A20_34y16,College16,mdfami16,mdrent16,Unnamed: 17,NHW00_16,A20_34y00_16,College00_16,mdfami00_16,mdrent00_16,Unnamed: 23,scores_raw,score_0.025,score_0.5,score_0.975,Unnamed: 28,medprice04,medpr_unit04,medpr_sf04,medprice15,medpr_unit15,medpr_sf15,medpr_sf15_IA,sales04,sales15,Status_NYC
872,36047069800,Georgetown-Marine Park-Bergen Beach-Mill Basin,1226,848,1086.0,235,225.0,79433,983,,1419,1041,1115,257,382,109750,1520,,-0.112939753,-0.055127225,0.383,0.381667569,0.546286877,,-0.793478496,-1.671933369,-0.754810031,0.176393323,,393500.0,339000.0,248.775,583500.0,460000.0,346.735,271.0,48.0,52.0,High to High
873,36047070000,Georgetown-Marine Park-Bergen Beach-Mill Basin,1748,1247,1716.0,297,268.0,66894,839,,1757,1206,1624,341,421,84167,1480,,-0.058460796,0.142266911,0.624,0.258214489,0.764004768,,-0.120428385,-1.500520934,-0.281649618,0.928705832,,415000.0,337000.0,295.8,512500.0,483750.0,377.35,295.0,72.0,36.0,High to High
874,36047070201,Georgetown-Marine Park-Bergen Beach-Mill Basin,6502,4641,6197.0,1017,1860.0,81322,990,,6265,4295,5400,743,1718,105139,1408,,-0.095646646,-0.241782593,-0.002,0.292872777,0.422222222,,-1.822729172,-2.408953735,-1.293115719,-0.1482227,,704000.0,573750.0,298.18,780000.0,623750.0,356.98,279.0,308.0,240.0,High to High
875,36047070600,Georgetown-Marine Park-Bergen Beach-Mill Basin,3010,2091,2895.0,624,602.0,76947,756,,2588,1875,2352,328,705,106800,2142,,-0.055088852,-0.388647802,0.306,0.387968342,1.833333333,,0.002199534,-1.470317328,-0.324971482,0.820717146,,580000.0,416000.0,270.93,685000.0,575000.0,340.34,266.0,99.0,71.0,High to High
876,36047072000,Flatlands,1548,970,451.0,321,149.0,43750,941,,2182,1351,180,374,466,66719,1619,,-0.716852864,-0.173424022,1.246,0.525005714,0.720510096,,-0.462727649,-1.477673682,-0.59443522,0.278920917,,466440.0,233220.0,161.96,525000.0,222500.0,192.94,150.5,70.0,18.0,Low to Low
877,36047072200,Flatlands,2948,1943,231.0,541,434.0,55234,774,,2928,2061,88,615,571,70536,1318,,-0.616445485,0.14454865,0.24,0.277039505,0.702842377,,-0.900943921,-1.777024645,-0.907257611,-0.026850672,,345691.5,202250.0,173.905,430000.0,252500.0,250.24,196.0,106.0,53.0,Low to Low
878,36047072400,Flatlands,2037,1348,63.0,494,265.0,49441,847,,2025,1425,35,444,369,87716,1429,,-0.441152263,-0.095888439,0.317,0.774155053,0.687131051,,-0.501718346,-1.787566403,-0.771253675,0.244383918,,325000.0,230000.0,180.8,411250.0,339875.0,260.005,203.5,63.0,26.0,Low to Low
879,36047072600,Flatlands,2495,1602,189.0,550,393.0,65791,920,,2159,1578,61,457,505,86607,1274,,-0.627019662,-0.039778517,0.305,0.31639586,0.384782609,,-1.562270108,-1.773634254,-0.933978769,-0.098681906,,323300.0,304000.0,225.38,441500.0,434650.0,323.3,252.5,67.0,26.0,High to High
880,36047072800,Flatlands,3777,2532,510.0,688,718.0,50417,870,,4107,2796,174,896,987,74338,1237,,-0.686237271,0.197682912,0.245,0.474462979,0.42183908,,-1.119837765,-1.803780754,-0.842923127,0.102883418,,320000.0,225000.0,171.92,453500.0,240750.0,219.4,171.0,73.0,24.0,Low to Low
881,36047073000,Flatlands,2290,1478,367.0,428,408.0,69250,695,,2510,1799,116,539,592,95000,1619,,-0.711627604,0.148964888,0.192,0.371841155,1.329496403,,-0.188474952,-1.305034373,-0.425337775,0.458054808,,375000.0,280000.0,198.67,481000.0,335000.0,288.07,225.0,61.0,39.0,Low to Low
882,36047073200,Flatlands,2394,1504,191.0,447,365.0,64677,799,,2633,1798,39,662,480,80724,1186,,-0.814345908,0.346553935,0.1,0.248109838,0.484355444,,-1.486672162,-1.992104332,-0.966200585,0.042238996,,340000.0,278100.0,205.08,425000.0,398000.0,293.59,229.0,61.0,29.0,Low to High
883,36047073400,Flatlands,2069,1187,84.0,463,243.0,59464,825,,2217,1619,71,463,717,91500,1610,,-0.211187362,-0.066756879,1.163,0.538746132,0.951515152,,0.431228896,-1.171492398,-0.196927044,0.798344324,,377600.0,284700.0,235.04,417000.0,350000.0,298.18,233.0,51.0,19.0,High to High
884,36047073600,Flatlands,3440,2193,545.0,764,338.0,48191,734,,3638,2407,324,646,722,81855,1122,,-0.437860302,-0.200469736,0.946,0.698553672,0.528610354,,-0.507181769,-1.409673309,-0.455658643,0.525992108,,334000.0,288000.0,210.08,447500.0,265062.5,226.175,176.5,61.0,34.0,High to Low
885,36047073800,Flatlands,3306,2002,1138.0,716,437.0,50094,720,,3509,2292,995,975,770,63567,1179,,-0.176240759,0.282953968,0.539,0.268954366,0.6375,,-0.240506142,-1.244392976,-0.270238316,0.742980958,,410000.0,221500.0,190.52,530000.0,321250.0,261.88,204.5,55.0,34.0,Low to Low
886,36047074000,Flatlands,3623,2092,312.0,801,406.0,42844,728,,4152,2433,259,1090,669,60500,1159,,-0.275637166,0.187421672,0.417,0.412099711,0.592032967,,-0.408197581,-1.315503852,-0.387918389,0.554201396,,370000.0,240000.0,199.66,565000.0,253000.0,242.68,190.0,71.0,35.0,Low to Low
887,36047074200,Flatlands,3336,1930,871.0,728,393.0,52352,752,,3491,2073,1430,669,624,81111,1204,,0.568895711,-0.121845499,0.478,0.549339089,0.60106383,,-0.300149813,-1.360682404,-0.399523928,0.567920816,,400000.0,342500.0,257.71,635000.0,450000.0,359.52,281.0,82.0,49.0,High to High
888,36047074400,Flatlands,2364,1304,2069.0,459,379.0,75451,694,,2748,1361,2339,483,717,106176,1219,,-0.02747567,-0.094756971,0.813,0.40721793,0.75648415,,-0.142632018,-1.237900434,-0.245215315,0.762137703,,516000.0,500000.0,330.665,696000.0,662500.0,458.05,357.5,86.0,44.0,High to High
889,36047074600,Flatlands,2052,1298,1281.0,392,431.0,57917,640,,2363,1366,1799,433,522,86286,1500,,0.21953893,-0.040786099,0.151,0.489821641,1.34375,,0.27289965,-0.973708389,-0.126089154,0.715878695,,505000.0,335000.0,215.79,682500.0,508000.0,354.26,277.0,50.0,26.0,High to High
890,36047074800,Midwood,2024,1115,1416.0,384,403.0,65217,765,,1863,1068,1370,328,501,85139,1462,,0.051126456,-0.072016461,0.298,0.3054725,0.911111111,,-0.402359741,-1.330347832,-0.367851641,0.584335225,,600000.0,585500.0,325.98,885250.0,875000.0,499.24,390.0,47.0,27.0,High to High
891,36047075000,Midwood,3148,1683,2619.0,595,707.0,55083,773,,2827,1670,2277,601,598,60339,1289,,-0.031863827,0.124776985,-0.148,0.095419639,0.667529107,,-1.288416279,-1.60453135,-0.63865305,0.332763616,,557000.0,465000.0,296.4,765000.0,685000.0,413.83,323.0,47.0,35.0,High to High
892,36047075200,Midwood,1284,609,1284.0,178,305.0,76923,1060,,926,567,899,146,379,148000,1875,,-0.029157667,0.137331036,0.335,0.924001924,0.768867925,,0.339345773,-0.982234549,0.02026817,1.033293069,,895500.0,895500.0,334.6,1363250.0,1300000.0,513.66,401.5,30.0,28.0,High to High
893,36047075400,Midwood,1576,882,1570.0,281,473.0,97324,1070,,1569,944,1562,234,475,121917,3097,,-0.000656834,-0.163544566,-0.062,0.252692039,1.894392523,,-0.035308841,-1.166025855,-0.209978266,0.757392119,,745000.0,712000.0,313.23,990000.0,722500.0,445.905,348.5,27.0,16.0,High to High
894,36047075600,Midwood,1917,1187,1687.0,414,532.0,70714,720,,2123,1279,1718,371,716,118625,1093,,-0.080439737,-0.190818981,0.249,0.67753203,0.518055556,,-0.862092666,-1.447647921,-0.483261702,0.464735489,,600000.0,575000.0,313.15,845000.0,815000.0,490.2,383.0,40.0,25.0,High to High
895,36047075800,Midwood,1934,1145,1774.0,247,548.0,64600,683,,1765,1182,1590,370,635,114286,1087,,-0.017901,0.641407943,0.122,0.769133127,0.591508053,,0.280288802,-1.052287134,-0.128968107,0.802872578,,609000.0,546000.0,316.005,1207500.0,974500.0,545.35,426.0,44.0,26.0,High to High
896,36047076000,Midwood,2993,1935,2634.0,468,711.0,41848,708,,2956,1695,2429,452,751,56094,1131,,-0.066285655,-0.022099048,0.206,0.340422481,0.597457627,,-0.860126812,-1.307450884,-0.390726497,0.528059428,,832500.0,775000.0,376.13,1116500.0,980000.0,441.15,345.0,33.0,25.0,High to High
897,36047076200,Midwood,4671,2883,2792.0,939,921.0,33615,673,,4721,3077,2249,1201,1206,62969,1243,,-0.203015439,0.265474161,0.227,0.873241113,0.846953938,,0.368736595,-0.833426015,0.085164866,0.981201628,,871250.0,650000.0,302.395,1150875.0,910000.0,384.61,300.5,28.0,20.0,High to High
898,36047076400,Flatbush,4150,2533,1023.0,834,558.0,30917,692,,3824,2576,1161,857,850,65549,1230,,0.231648548,0.115180032,0.498,1.12016043,0.777456647,,0.72621708,-0.525721316,0.342278465,1.191991624,,715000.0,577000.0,228.25,1465000.0,1105000.0,435.98,340.5,27.0,14.0,High to High
899,36047076600,Flatbush,2339,1353,171.0,492,259.0,38380,742,,2393,1464,175,478,442,60750,1388,,0.000298141,-0.050378985,0.577,0.582855654,0.870619946,,0.111609433,-0.923325035,0.170877384,1.28849414,,585000.0,375000.0,227.34,1250000.0,637500.0,397.09,310.0,17.0,17.0,High to High
900,36047076800,Midwood,3545,2159,2684.0,740,632.0,40594,735,,3298,1981,2494,769,838,63347,1295,,-0.001197718,0.117018095,0.445,0.560501552,0.761904762,,0.073807162,-1.001930874,-0.168473644,0.646961436,,495000.0,274500.0,236.425,710000.0,416666.667,354.21,277.0,44.0,25.0,High to High
901,36047077000,Flatbush,3071,1961,289.0,687,406.0,44236,673,,3283,1855,283,879,803,56967,1406,,-0.08399567,0.196853714,1.091,0.287797269,1.089153046,,0.698143916,-0.506744227,0.322618668,1.141365655,,351000.0,132500.0,104.59,900000.0,497500.0,281.92,220.0,24.0,21.0,Low to Low
902,36047077200,Flatbush,3317,1915,990.0,641,609.0,55789,671,,3203,2040,1147,827,922,65507,1286,,0.199821821,0.336090921,0.421,0.174192045,0.916542474,,0.141038256,-0.871777147,0.036316947,0.945213982,,680000.0,485500.0,250.0,792500.0,604000.0,374.815,292.5,35.0,36.0,High to High
903,36047077400,Flatbush,3121,2008,844.0,688,699.0,36897,737,,3352,2173,470,770,754,59948,1291,,-0.481504287,0.042058368,-0.003,0.624739139,0.751696065,,-0.720519516,-1.430538941,-0.484792661,0.475264905,,495000.0,226900.0,184.47,794000.0,455375.0,382.19,298.5,10.0,14.0,Low to High
904,36047077600,Flatlands,4104,2763,427.0,864,751.0,50065,769,,3767,2819,129,758,1029,68380,1256,,-0.670865379,-0.044199628,0.343,0.365824428,0.633289987,,-1.126432617,-1.546312338,-0.672075383,0.199839986,,319725.0,226250.0,214.805,430000.0,317500.0,280.61,219.0,58.0,19.0,High to Low
905,36047078000,East Flatbush-Farragut,2647,1664,153.0,587,428.0,60949,870,,2513,1858,77,639,682,90709,1402,,-0.469896408,0.146632401,0.427,0.488277084,0.611494253,,-0.471319828,-1.487914848,-0.507887849,0.483472317,,310000.0,283250.0,202.04,450000.0,422500.0,285.785,223.5,63.0,38.0,Low to Low
906,36047078200,East Flatbush-Farragut,4237,2574,74.0,923,418.0,31866,637,,5120,3389,17,1040,732,62455,1139,,-0.809889675,-0.06756162,0.33,0.95992594,0.788069074,,-0.60075242,-1.223447211,-0.342094773,0.521309531,,315000.0,159650.0,167.76,399500.0,253333.3335,221.07,172.5,39.0,34.0,Low to Low
907,36047078400,East Flatbush-Farragut,2740,1785,122.0,549,327.0,56324,752,,2661,1912,98,552,631,81458,1428,,-0.172873504,0.035314798,0.801,0.446239614,0.89893617,,0.211139953,-1.140503463,-0.153374187,0.842655639,,400000.0,272850.0,172.96,567500.0,362500.0,281.46,220.0,47.0,28.0,Low to Low
908,36047078600,Flatbush,4466,2902,264.0,1089,610.0,34375,714,,4994,3325,349,886,778,47205,1197,,0.182201976,-0.272427924,0.113,0.373236364,0.676470588,,-1.135168844,-1.512757449,-0.581935199,0.353025098,,407500.0,193750.0,166.165,676275.0,292500.0,239.27,186.5,52.0,26.0,Low to Low
909,36047078800,Flatbush,3775,2077,75.0,894,165.0,26985,630,,3114,2012,21,515,346,40833,1105,,-0.660565189,-0.301658168,1.165,0.513173986,0.753968254,,-0.644763388,-0.981983399,-0.071287312,0.836420226,,380000.0,196500.0,197.23,573750.0,271250.0,267.5,209.0,37.0,34.0,Low to Low
910,36047079000,Erasmus,5908,3513,13.0,1317,447.0,35464,669,,5154,3304,85,868,565,45000,1234,,6.495000149,-0.244507734,0.344,0.268892398,0.844544096,,0.065924697,-0.424497973,0.463032655,1.355497584,,390000.0,174583.335,140.865,590000.0,210783.396,203.12,159.0,64.0,45.0,Low to Low
911,36047079200,Erasmus,3843,2362,90.0,923,252.0,28243,692,,3965,2615,304,916,353,34132,1106,,2.273846154,-0.038119843,0.265,0.208511844,0.598265896,,-0.443356014,-0.495424967,0.386836153,1.254765743,,325000.0,165000.0,156.25,618150.0,240000.0,247.4,193.0,73.0,45.0,Low to Low
912,36047079400,Erasmus,1904,1048,34.0,470,59.0,32500,708,,1904,1208,10,385,157,43229,1231,,-0.705882353,-0.180851064,1.309,0.330123077,0.738700565,,-0.621714294,-0.290940489,0.560791431,1.418815334,,334570.0,178990.165,177.05,525000.0,211000.0,256.75,201.0,52.0,23.0,Low to Low
913,36047079601,Prospect Lefferts Gardens-Wingate,4671,2849,75.0,1128,225.0,30655,684,,4622,3451,956,1571,1170,71292,1250,,11.88180009,0.407495489,3.293,1.325623879,0.82748538,,3.623531848,1.547636773,2.501964996,3.493720731,,390000.0,140270.0,124.47,1175000.0,476666.667,399.87,312.0,41.0,23.0,Low to High
914,36047079602,Prospect Lefferts Gardens-Wingate,5713,3484,92.0,1388,276.0,30655,684,,4870,3256,381,1227,814,46778,1197,,3.858166682,0.037027706,2.156,0.52595009,0.75,,1.571812375,0.675410005,1.622261194,2.563617441,,482500.0,174583.335,155.22,2550000.0,311702.128,339.37,265.0,18.0,27.0,Low to High
915,36047079801,Prospect Lefferts Gardens-Wingate,4994,3121,172.0,1139,519.0,31250,685,,3188,2398,801,949,1194,79464,1271,,6.295151148,0.305186922,1.994,1.542848,0.855474453,,2.996703189,1.254539397,2.265269793,3.278908084,,670500.0,548000.0,203.865,1812585.0,1700000.0,553.375,432.5,48.0,30.0,Low to High
916,36047079802,Prospect Lefferts Gardens-Wingate,4097,2561,142.0,941,427.0,31250,685,,5811,4384,990,1810,1473,63324,1288,,3.915434787,0.356138483,1.015,1.026368,0.880291971,,2.051845343,1.12345267,2.122614118,3.151132321,,505000.0,125166.67,107.705,2055000.0,416666.667,340.41,266.0,28.0,12.0,Low to High
917,36047080000,Prospect Lefferts Gardens-Wingate,3927,2536,240.0,862,510.0,48606,667,,3690,2523,828,695,946,80156,1315,,2.671585366,-0.141951031,0.864,0.649096819,0.971514243,,0.932196744,0.184268636,1.189641398,2.18441927,,500965.0,295000.0,182.02,1157500.0,342500.0,291.69,228.0,76.0,92.0,Low to Low
918,36047080200,Prospect Lefferts Gardens-Wingate,4817,3061,97.0,1139,502.0,36065,696,,5106,3496,400,1398,986,48333,1208,,2.890308955,0.157921941,0.72,0.340163594,0.735632184,,0.653598983,0.168836615,1.117861331,2.062836539,,410000.0,200000.0,150.49,1235000.0,540000.0,428.92,335.0,41.0,49.0,Low to High
919,36047080400,Prospect Lefferts Gardens-Wingate,3409,2157,68.0,882,249.0,36163,704,,3173,2309,245,948,374,38750,1219,,2.870919152,0.15477316,0.403,0.071537207,0.731534091,,0.027474546,-0.338185296,0.51533959,1.391379886,,350000.0,162500.0,142.86,700000.0,320000.0,292.55,229.0,51.0,35.0,Low to High
920,36047080600,Prospect Lefferts Gardens-Wingate,2741,1633,45.0,520,181.0,36667,654,,4125,2160,1835,1000,609,41875,1372,,26.09621549,0.277855478,1.544,0.142035072,1.097859327,,2.338444574,0.364076315,1.369996173,2.381305793,,362500.0,211926.0,175.48,493000.0,343750.0,308.52,241.0,66.0,38.0,Low to High
921,36047081000,Prospect Lefferts Gardens-Wingate,2380,1559,34.0,604,205.0,44076,638,,2235,1411,377,550,381,48542,1257,,10.80760626,-0.030327274,1.053,0.101324984,0.970219436,,1.088932553,-0.268808363,0.847396537,1.978791398,,360000.0,161666.67,144.79,670000.0,300000.0,254.66,199.0,47.0,31.0,Low to Low
922,36047081400,East Flatbush-Farragut,3144,1900,65.0,693,347.0,46250,751,,2912,2075,29,625,415,65125,1310,,-0.51830093,-0.026271348,0.095,0.408108108,0.744340879,,-0.978625856,-1.957825224,-0.833333638,0.288609521,,340000.0,221450.0,178.03,420000.0,269750.0,233.26,182.0,63.0,46.0,Low to Low
923,36047081600,East Flatbush-Farragut,3011,1889,37.0,603,364.0,45268,660,,2627,1719,45,457,380,41080,1277,,0.393995823,-0.131340506,0.147,-0.092515684,0.934848485,,-1.087567102,-1.568017064,-0.555016179,0.472373017,,348422.5,266355.0,201.18,460000.0,270000.0,214.29,167.0,44.0,33.0,Low to Low
924,36047081800,Erasmus,5253,3183,225.0,1583,592.0,33929,702,,4549,2983,276,1334,898,49621,1200,,0.416504726,-0.026880044,0.619,0.462495211,0.709401709,,-0.015767186,-0.923194289,0.086987728,1.105376865,,360000.0,159750.0,148.03,551000.0,275500.0,267.48,209.0,34.0,41.0,Low to Low
925,36047082000,Prospect Lefferts Gardens-Wingate,5392,3280,48.0,1131,347.0,32139,709,,4899,3042,200,1158,435,46341,1211,,3.585969926,0.126907835,0.352,0.441893027,0.708039492,,0.467313818,-0.372588222,0.596439899,1.579636746,,444250.0,130000.0,112.2,1015000.0,303083.3335,268.705,210.0,30.0,20.0,Low to Low
926,36047082200,Prospect Lefferts Gardens-Wingate,7463,4661,123.0,1561,337.0,31038,655,,7479,5108,417,1789,1226,53170,1205,,2.382991074,0.143608424,2.32,0.713061409,0.839694656,,1.929529621,0.472166444,1.438423073,2.401858459,,438048.0,158293.33,133.59,932250.0,288750.0,269.355,210.5,33.0,40.0,Low to Low
927,36047082400,Erasmus,4448,2691,81.0,1079,386.0,35250,680,,4361,2832,110,1093,558,46875,1300,,0.385116677,0.033183375,0.374,0.329787234,0.911764706,,-0.022752369,-0.605471296,0.316764563,1.234492087,,332875.0,157500.0,151.12,550000.0,240000.0,221.3,173.0,90.0,57.0,Low to Low
928,36047082600,Erasmus,6051,3855,53.0,1392,564.0,38415,662,,5081,3655,321,1295,804,58601,1157,,6.212853658,0.107920227,0.504,0.525471821,0.747734139,,0.91991225,-0.34510385,0.542299961,1.418134261,,360000.0,160000.0,141.545,581500.0,208333.333,192.34,150.0,100.0,74.0,Low to Low
929,36047082800,Erasmus,3985,2487,71.0,863,257.0,27240,723,,4135,2611,124,944,692,61311,1173,,0.683124138,0.05417815,1.565,1.250770925,0.622406639,,1.321662643,-0.126989185,0.847809831,1.858907641,,400000.0,180000.0,162.06,515000.0,232500.0,212.72,166.0,69.0,41.0,Low to Low
930,36047083000,East Flatbush-Farragut,6563,3756,1.0,1521,438.0,30222,644,,6395,4233,98,1550,1215,56076,1238,,99.57451134,0.045837812,1.461,0.855469526,0.922360248,,3.153001558,0.189836531,1.189763838,2.187497856,,350000.0,205725.0,172.005,436500.0,228250.0,218.63,171.0,92.0,28.0,Low to Low
931,36047083200,East Flatbush-Farragut,2493,1615,91.0,552,324.0,55458,744,,2412,1738,63,468,464,67446,1369,,-0.284443169,-0.123702141,0.331,0.216163583,0.840053763,,-0.829935719,-1.548934531,-0.500042528,0.569161612,,325000.0,222500.0,199.75,442120.0,315000.0,247.06,193.0,62.0,29.0,Low to Low
932,36047083400,East Flatbush-Farragut,2088,1352,62.0,429,167.0,67596,754,,1524,1085,63,273,293,70000,1181,,0.392176784,-0.128131711,1.186,0.035564235,0.566312997,,-0.584174916,-1.566582274,-0.619930773,0.312561787,,321500.0,286250.0,203.655,414500.0,280000.0,235.62,184.0,44.0,22.0,Low to Low
933,36047083600,East Flatbush-Farragut,2300,1419,14.0,587,289.0,46023,702,,2109,1427,23,407,324,75573,1348,,0.791641265,-0.243850683,0.115,0.642070269,0.92022792,,-0.275336843,-1.439620757,-0.533207022,0.375444492,,357500.0,205500.0,207.755,405000.0,200000.0,254.9,199.0,52.0,33.0,Low to Low
934,36047083800,East Flatbush-Farragut,2550,1631,56.0,579,359.0,58184,733,,2339,1710,103,369,448,69063,1277,,1.005206743,-0.305203278,0.19,0.186975801,0.742155525,,-1.032252281,-1.821791226,-0.830973421,0.139949151,,299000.0,256250.0,187.475,367500.0,296142.0,237.725,186.0,98.0,30.0,Low to Low
935,36047084000,East Flatbush-Farragut,2448,1644,123.0,552,344.0,52313,730,,2472,1727,112,566,304,76528,1178,,-0.098271371,0.015407345,-0.159,0.462886854,0.61369863,,-1.097529163,-1.823738613,-0.867947894,0.104047057,,324000.0,232750.0,188.34,355000.0,229916.6665,225.675,176.5,59.0,40.0,Low to Low
936,36047084600,Rugby-Remsen Village,2151,1429,72.0,500,262.0,50833,824,,1770,1296,70,311,302,65583,1254,,0.181497175,-0.244111864,0.271,0.290165837,0.52184466,,-1.25152448,-1.931342797,-0.970993958,-0.016119745,,320000.0,237500.0,183.185,375000.0,262500.0,208.49,163.0,48.0,35.0,Low to Low
937,36047084800,Rugby-Remsen Village,1806,1266,5.0,304,270.0,53125,663,,1491,1079,2,324,301,67596,1215,,-0.515492958,0.290956264,0.308,0.272395294,0.832579186,,-0.384529531,-1.486163077,-0.590078865,0.336102953,,320000.0,240000.0,179.49,380000.0,310500.0,182.07,142.5,61.0,24.0,Low to Low
938,36047085000,East Flatbush-Farragut,1434,895,25.0,372,209.0,58889,856,,1576,1106,13,335,260,73250,1644,,-0.526852792,-0.180602178,0.007,0.243865578,0.920560748,,-1.311776724,-1.778993442,-0.894501444,-0.022647261,,307500.0,250000.0,206.805,412500.0,294000.0,261.585,204.5,58.0,30.0,Low to Low
939,36047085400,East Flatbush-Farragut,2273,1412,113.0,406,280.0,58750,664,,2042,1314,9,377,289,55250,1213,,-0.911344075,0.033615503,0.109,-0.059574468,0.826807229,,-2.122487107,-1.791475194,-0.854576686,0.050970804,,320100.0,191520.0,171.21,416500.0,235000.0,236.405,184.5,73.0,36.0,Low to Low
940,36047085600,East Flatbush-Farragut,3835,2451,51.0,967,326.0,37333,661,,3174,2414,39,699,536,63427,1194,,-0.076040624,-0.126608125,0.669,0.698952669,0.806354009,,0.054039553,-1.05186015,-0.071036786,0.908001761,,350000.0,195000.0,169.975,465000.0,244000.0,234.555,183.0,48.0,34.0,Low to Low
941,36047085800,East Flatbush-Farragut,2334,1505,8.0,445,227.0,47414,660,,2552,1670,12,557,314,59896,1261,,0.371865204,0.144762425,0.247,0.263255579,0.910606061,,-0.080150776,-1.437921076,-0.430462051,0.576137312,,342513.0,233200.0,192.31,416849.0,248643.75,236.255,184.5,89.0,42.0,Low to Low
942,36047086000,East Flatbush-Farragut,3774,2396,57.0,881,333.0,45405,717,,3710,2527,1,721,422,69441,1170,,-0.982153497,-0.167494057,0.202,0.529369012,0.631799163,,-2.385393377,-2.056523407,-1.128422348,-0.207469285,,340000.0,229175.0,180.81,368500.0,289250.0,253.88,198.5,57.0,32.0,Low to Low
943,36047086200,Rugby-Remsen Village,3422,2090,18.0,653,237.0,31151,710,,2900,1824,127,670,436,56399,1146,,7.325555556,0.210719755,1.108,0.810503676,0.614084507,,1.617539378,-0.71356716,0.212190058,1.131220456,,380000.0,212500.0,184.78,540000.0,231666.6665,226.51,177.0,47.0,26.0,Low to Low
944,36047086400,Rugby-Remsen Village,2107,1356,19.0,508,158.0,40357,834,,2239,1444,12,423,283,63024,1168,,-0.40565572,-0.216413226,0.682,0.561662165,0.400479616,,-1.042259669,-1.385871033,-0.476846215,0.432721334,,345000.0,199000.0,158.1,425000.0,230000.0,215.9,169.0,41.0,27.0,Low to Low
945,36047086600,Rugby-Remsen Village,3215,2040,31.0,705,330.0,50491,708,,2993,2072,17,559,601,67000,1197,,-0.410937348,-0.148279792,0.793,0.326969163,0.690677966,,-0.651308233,-1.202328462,-0.297314855,0.618129807,,324750.0,151750.0,139.02,460500.0,237333.3335,196.71,153.5,58.0,42.0,Low to Low
946,36047086800,Rugby-Remsen Village,3438,2149,31.0,755,249.0,37216,723,,3416,2360,211,757,413,64414,1268,,5.850287074,0.009106348,0.51,0.730814703,0.753803596,,0.978353701,-0.88067925,0.134585322,1.154893637,,355000.0,177500.0,169.49,350000.0,225000.0,140.68,110.0,43.0,28.0,Low to Low
947,36047087000,East Flatbush-Farragut,3110,1961,51.0,689,249.0,33600,685,,3285,2280,35,613,456,53500,1244,,-0.350285015,-0.157701034,0.575,0.592261905,0.816058394,,-0.31645272,-1.604994972,-0.474731494,0.679961688,,305000.0,171125.0,156.74,505000.0,168333.333,160.31,125.0,38.0,17.0,Low to Low
948,36047087200,East Flatbush-Farragut,3733,2600,53.0,934,499.0,49511,735,,2856,1923,34,644,427,46019,1365,,-0.161500449,-0.098763488,0.157,-0.070529781,0.857142857,,-1.305200087,-2.064800486,-1.007233018,0.046385215,,345500.0,235000.0,180.5,408000.0,208333.333,205.29,160.0,51.0,41.0,Low to Low
949,36047087401,Prospect Lefferts Gardens-Wingate,3220,2037,181.0,549,264.0,39750,644,,3291,2134,295,519,399,31588,1037,,0.594672227,-0.075039892,0.443,-0.205333333,0.610248447,,-1.313252,-1.217547076,-0.234406057,0.784098595,,349500.0,173375.0,183.805,510750.0,277916.6665,273.745,214.0,46.0,42.0,Low to Low
950,36047087600,Prospect Lefferts Gardens-Wingate,1802,1072,344.0,359,276.0,32656,756,,1513,1100,166,344,276,60368,944,,-0.425267834,0.141247535,-0.025,0.848603626,0.248677249,,-1.181180729,-1.506935919,-0.474325381,0.537992402,,275500.0,180750.0,152.285,425000.0,212500.0,179.72,140.0,32.0,17.0,Low to Low
951,36047087800,Prospect Lefferts Gardens-Wingate,3198,2196,246.0,586,255.0,35109,643,,2658,2000,21,555,200,42381,1190,,-0.897291196,0.139511861,-0.139,0.207126378,0.850699844,,-1.796419995,-1.982455609,-0.920240382,0.177736049,,350000.0,128333.33,142.37,531250.0,213866.6665,202.225,158.0,17.0,14.0,Low to Low
952,36047088000,Prospect Lefferts Gardens-Wingate,2688,1779,14.0,510,270.0,50703,581,,2876,1932,78,665,485,60474,1101,,4.207232267,0.218686084,0.654,0.192710491,0.895008606,,0.833372555,-0.720821428,0.271086191,1.26361842,,340000.0,171250.0,157.635,382500.0,216250.0,217.76,170.0,64.0,22.0,Low to Low
953,36047088200,Rugby-Remsen Village,6700,3979,28.0,1449,592.0,33040,698,,6750,4587,66,1542,1266,53706,1244,,1.33968254,0.056299364,0.855,0.625484262,0.782234957,,0.766383939,-0.547777367,0.379514299,1.29893451,,370000.0,152500.0,145.22,445000.0,192750.0,169.235,132.0,49.0,40.0,Low to Low
954,36047088400,Rugby-Remsen Village,5158,3080,5.0,1277,257.0,26931,749,,5305,3294,106,1009,448,43816,1262,,19.61255419,-0.231761234,0.63,0.626972634,0.684913218,,0.957077744,-0.509743238,0.552727282,1.592050689,,396100.0,150000.0,122.22,500000.0,166666.667,147.22,115.0,36.0,21.0,Low to Low
955,36047088600,Rugby-Remsen Village,4650,2711,22.0,1128,268.0,32055,689,,4473,3157,30,1102,423,48836,1185,,0.417596488,0.015609021,0.355,0.523506473,0.71988389,,-0.090850262,-0.946365368,-0.001043143,0.969001306,,395000.0,166666.665,146.79,425000.0,194575.0,183.125,143.0,30.0,18.0,Low to Low
